,,,,RESULTADOS DE LAS ELECCIONES REGIONALES 2004 - GOBERNADORES,,,,,,,,,
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42481,CENTRO PRE ESCOLAR AÑO INTERNACIONAL DEL NIÑO,FINAL CALLE 7 URBANIZACION 24 DE JULIO,3,429,112,115,12
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42490,ESCUELA BASICA MONSEÑOR OMAR RAMOS CORDERO,"SEGUNDA CALLE URBANIZACION VILLA  ARAURE,  ARAURE",1,583,65,187,9
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42490,ESCUELA BASICA MONSEÑOR OMAR RAMOS CORDERO,"SEGUNDA CALLE URBANIZACION VILLA  ARAURE,  ARAURE",2,580,70,170,17
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42490,ESCUELA BASICA MONSEÑOR OMAR RAMOS CORDERO,"SEGUNDA CALLE URBANIZACION VILLA  ARAURE,  ARAURE",3,573,60,178,24
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42490,ESCUELA BASICA MONSEÑOR OMAR RAMOS CORDERO,"SEGUNDA CALLE URBANIZACION VILLA  ARAURE,  ARAURE",4,611,80,207,10
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42491,MODULO INTEGRAL DE BIENESTAR ESTUDIANTIL NIBE,CALLE 5 ENTRE AVENIDA 3 Y 4 VILLA ARAURE,1,465,77,138,18
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42491,MODULO INTEGRAL DE BIENESTAR ESTUDIANTIL NIBE,CALLE 5 ENTRE AVENIDA 3 Y 4 VILLA ARAURE,2,458,58,144,19
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42491,MODULO INTEGRAL DE BIENESTAR ESTUDIANTIL NIBE,CALLE 5 ENTRE AVENIDA 3 Y 4 VILLA ARAURE,3,472,53,159,18
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42493,CENTRO PRE ESCOLAR ANDRES BELLO,AVENIDA 4 AL LADO DEL MODULO DE FUNDA COMUN,1,271,51,95,1
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42495,ESCUELA BASICA TRICENTENARIA DE ARAURE,"URBANIZACION TRICENTENARIA MANZANA D , SECTOR 7, FUNDABARRIOS",1,591,66,213,17
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42495,ESCUELA BASICA TRICENTENARIA DE ARAURE,"URBANIZACION TRICENTENARIA MANZANA D , SECTOR 7, FUNDABARRIOS",2,587,47,202,22
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42495,ESCUELA BASICA TRICENTENARIA DE ARAURE,"URBANIZACION TRICENTENARIA MANZANA D , SECTOR 7, FUNDABARRIOS",3,599,51,221,25
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42530,ESCUELA NACIONAL NUMERO 3765,CASERIO SABANA DEL MEDIO,1,324,38,126,8
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42540,ESCUELA BASICA OSCAR MENDOZA,CARRETERA NACIONAL VIA AGUA BLANCA CASERIO ALGODONAL,1,597,63,244,7
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42540,ESCUELA BASICA OSCAR MENDOZA,CARRETERA NACIONAL VIA AGUA BLANCA CASERIO ALGODONAL,2,587,63,210,12
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42541,ESCUELA CONCENTRADA NACIONAL NUMERO 3751 POTRERO DE ARMO,CASERIO POTRERO DE ARMO CARRETERA NACIONAL VIA AGUA BLANCA,1,431,25,267,19
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42542,ESCUELA ESTADAL CONCENTRADA NUMERO 179 QUEBRADA DE ARMO,CARRETERA VIA AGUA BLANCA ENTRADA GUACUY,1,434,63,158,22
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42542,ESCUELA ESTADAL CONCENTRADA NUMERO 179 QUEBRADA DE ARMO,CARRETERA VIA AGUA BLANCA ENTRADA GUACUY,2,426,56,157,20
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42550,ESCUELA GRADUADA TAPA DE PIEDRA,CASERIO TAPA DE PIEDRA,1,478,45,189,21
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42550,ESCUELA GRADUADA TAPA DE PIEDRA,CASERIO TAPA DE PIEDRA,2,467,49,161,21
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42550,ESCUELA GRADUADA TAPA DE PIEDRA,CASERIO TAPA DE PIEDRA,3,469,56,161,17
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42550,ESCUELA GRADUADA TAPA DE PIEDRA,CASERIO TAPA DE PIEDRA,4,482,50,184,26
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42551,ESCUELA ESTADAL CONCENTRADA NUMERO 163,ZAPATERO VIA MONTAUELA,1,465,71,171,51
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42552,ESCUELA ESTADAL CONCENTRADA NUMERO 164 EL JOBITO,EL JOBITO DETRAS CLUB CANARIO,1,326,47,110,8
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42553,COLEGIO GRAN MARISCAL DE AYACUCHO,AVENIDA 17 CRUCE CON AVENIDA 5 DE DICIEMBRE ARAURE,1,336,72,82,8
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42553,COLEGIO GRAN MARISCAL DE AYACUCHO,AVENIDA 17 CRUCE CON AVENIDA 5 DE DICIEMBRE ARAURE,2,333,88,60,11
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42560,UNIDAD EDUCATIVA NACIONAL LA LUCIA,CARRETERA NACIONAL VIA BARQUISIMETO CASERIO LA LUCIA,1,435,68,137,16
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42560,UNIDAD EDUCATIVA NACIONAL LA LUCIA,CARRETERA NACIONAL VIA BARQUISIMETO CASERIO LA LUCIA,2,435,73,129,20
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42561,ESCUELA ESTADAL NUMERO 176 GUAIMARAL,CASERIO GUAIMARAL CARRETERA VIA BARQUISIMETO,1,239,49,83,4
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42563,UNIDAD EDUCATIVA ESTADAL LOS BOTALONES,CALLE PRINCIPAL CASERIO LOS BOTALONES,1,155,30,51,8
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42564,AMBULATORIO URBANO TIPO 1,AV. PRINCIPAL BARAURE CENTRO AL LADO MODULO POLICIAL,1,589,93,191,26
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42564,AMBULATORIO URBANO TIPO 1,AV. PRINCIPAL BARAURE CENTRO AL LADO MODULO POLICIAL,2,573,72,194,26
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42570,ESCUELA ESTADAL NUMERO 1,CASERIO LA QUEBRADITA DEL CERRO,1,328,57,55,16
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42581,ESCUELA BASICA NEREIDA MORENO DE DUGARTE,CALLE 2 LOTE 2 VILLA ARAURE II,1,564,91,176,13
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42582,ESCUELA BASICA UNITARIA NUMERO 173,CASERIO QUEBRADA SECA DESPUES DE CAMBURITO,1,177,36,37,6
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42583,ESCUELA BASICA CONCENTRADA NUMERO 190,CASERIO AYACUCHO,1,201,31,66,7
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42591,GRUPO ESCOLAR BATALLA DE ARAURE,CALLE 6 PRIMERA ENTRADA BARAURE I,1,496,84,152,10
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42591,GRUPO ESCOLAR BATALLA DE ARAURE,CALLE 6 PRIMERA ENTRADA BARAURE I,2,491,70,133,19
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42591,GRUPO ESCOLAR BATALLA DE ARAURE,CALLE 6 PRIMERA ENTRADA BARAURE I,3,494,79,131,28
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42591,GRUPO ESCOLAR BATALLA DE ARAURE,CALLE 6 PRIMERA ENTRADA BARAURE I,4,471,77,157,11
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42592,CENTRO PRE ESCOLAR BARAURE III,CALLE 1 FINAL BARAURE III,1,492,58,171,14
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42592,CENTRO PRE ESCOLAR BARAURE III,CALLE 1 FINAL BARAURE III,2,483,60,148,18
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42592,CENTRO PRE ESCOLAR BARAURE III,CALLE 1 FINAL BARAURE III,3,474,67,151,24
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42593,ESCUELA BASICA YOLANDA RIVERA DE PIERUZZINI,SEGUNDA ENTRADA BARAURE II,1,549,72,204,25
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42593,ESCUELA BASICA YOLANDA RIVERA DE PIERUZZINI,SEGUNDA ENTRADA BARAURE II,2,577,77,180,27
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42593,ESCUELA BASICA YOLANDA RIVERA DE PIERUZZINI,SEGUNDA ENTRADA BARAURE II,3,599,85,191,41
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42595,"JARDIN ESCOLAR ARAURE, (INAM)",CALLE 4 SECTOR 2 ESQUINA. BARAURE II,1,572,83,204,19
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42595,"JARDIN ESCOLAR ARAURE, (INAM)",CALLE 4 SECTOR 2 ESQUINA. BARAURE II,2,545,90,186,9
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42595,"JARDIN ESCOLAR ARAURE, (INAM)",CALLE 4 SECTOR 2 ESQUINA. BARAURE II,3,593,75,207,14
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42596,ESCUELA ESTADAL BETTY URDANETA DE HERRERA,BARRIO CAPUCHINO ARAURE,1,280,35,127,9
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42596,ESCUELA ESTADAL BETTY URDANETA DE HERRERA,BARRIO CAPUCHINO ARAURE,2,273,23,128,6
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42597,UNIDAD EDUCATIVA BOLIVARIANA NACIONAL VILLAS DEL PILAR,AVENIDA 1 CALLE CV 4,1,467,120,110,11
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42597,UNIDAD EDUCATIVA BOLIVARIANA NACIONAL VILLAS DEL PILAR,AVENIDA 1 CALLE CV 4,2,467,99,106,12
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42597,UNIDAD EDUCATIVA BOLIVARIANA NACIONAL VILLAS DEL PILAR,AVENIDA 1 CALLE CV 4,3,459,93,114,16
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42601,UNIDAD EDUCACION LIBERTADOR,"ENTRADA DE BARURE, AV. PRINCIPAL",1,350,70,134,1
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42610,ESCUELA NACIONAL CONCENTRADA NUMERO 3348-1880,CASERIO MONTAÑUELA,1,387,68,100,14
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42610,ESCUELA NACIONAL CONCENTRADA NUMERO 3348-1880,CASERIO MONTAÑUELA,2,404,70,116,28
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42620,ESCUELA ESTADAL NUMERO 194,CASERIO PALMARITO,1,344,28,87,11
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42621,ESCUELA ESTADAL CONCENTRADA NUMERO 160,ENTRADA PRINCIPAL LAS MESETAS DE ARAURE,1,361,125,56,3
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42621,ESCUELA ESTADAL CONCENTRADA NUMERO 160,ENTRADA PRINCIPAL LAS MESETAS DE ARAURE,2,354,118,55,7
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42630,ESCUELA ESTADAL NUMERO 175,CASERIO LOS TANQUES,1,507,153,178,11
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42643,ESCUELA BASICA GENERAL JUAN GUILLERMO IRIBARREN,AVENIDA PRINCIPAL BARAURE 4,2,484,80,158,4
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42661,ASILO DE ANCIANOS,AVENIDA  5 DE DICIEMBRE EL TRAYECTO ARAURE DIAGONAL PLAZA PAEZ,1,207,58,46,2
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42662,JARDIN DE INFANCIA LA LAGUNITA,CALLE PRINCIPAL URBANIZACION 12 DE OCTUBRE,1,459,62,155,31
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42662,JARDIN DE INFANCIA LA LAGUNITA,CALLE PRINCIPAL URBANIZACION 12 DE OCTUBRE,2,461,51,187,22
16,EDO. PORTUGUESA,1,MP. ARAURE,1,CM. ARAURE,42662,JARDIN DE INFANCIA LA LAGUNITA,CALLE PRINCIPAL URBANIZACION 12 DE OCTUBRE,3,448,63,155,22
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42520,ESCUELA BASICA LISANDRO ALVARADO,CALLE 2 Y 3 FRENTE VIVIENDA RURAL VIA LAS UVITAS RIO ACARIGUA,1,572,64,189,13
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42520,ESCUELA BASICA LISANDRO ALVARADO,CALLE 2 Y 3 FRENTE VIVIENDA RURAL VIA LAS UVITAS RIO ACARIGUA,2,577,64,165,16
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42520,ESCUELA BASICA LISANDRO ALVARADO,CALLE 2 Y 3 FRENTE VIVIENDA RURAL VIA LAS UVITAS RIO ACARIGUA,3,562,69,180,11
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42520,ESCUELA BASICA LISANDRO ALVARADO,CALLE 2 Y 3 FRENTE VIVIENDA RURAL VIA LAS UVITAS RIO ACARIGUA,4,579,86,150,25
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42520,ESCUELA BASICA LISANDRO ALVARADO,CALLE 2 Y 3 FRENTE VIVIENDA RURAL VIA LAS UVITAS RIO ACARIGUA,5,568,70,171,29
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42520,ESCUELA BASICA LISANDRO ALVARADO,CALLE 2 Y 3 FRENTE VIVIENDA RURAL VIA LAS UVITAS RIO ACARIGUA,6,560,78,180,24
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42522,UNIDAD EDUCATIVA NACIONAL MANUEL BARRIOS FREITEZ,CARRETERA NACIONAL VIA GUANARE,1,204,26,68,13
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42594,ESCUELA ESTADAL UNITARIA NUMERO 321,CASERIO EL RECHAZO,1,336,52,76,9
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42600,ESCUELA ESTADAL CONCENTRADA MIXTA NUMERO 171,CARRETERA NACIONAL ACARIGUA-OSPINO CASERIO HOJA BLANCA,1,441,25,168,23
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42640,ESCUELA NACIONAL CONCENTRADA NUMERO 170 LA ROGEÑA,CASERIO LA ROGEÑA,1,310,8,155,5
16,EDO. PORTUGUESA,1,MP. ARAURE,2,PQ. RIO ACARIGUA,42641,ESCUELA ESTADAL UNITARIA NUMERO 185,CASERIO GUAYABAL ARAURE,1,453,59,130,6
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42680,ESCUELA BASICA JESUS ALVARADO NUÑEZ,AVENIDA ROMULO GALLEGOS BARRIO LIMONCITO PIRITU,1,542,131,141,19
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42680,ESCUELA BASICA JESUS ALVARADO NUÑEZ,AVENIDA ROMULO GALLEGOS BARRIO LIMONCITO PIRITU,3,553,116,139,26
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42680,ESCUELA BASICA JESUS ALVARADO NUÑEZ,AVENIDA ROMULO GALLEGOS BARRIO LIMONCITO PIRITU,4,543,127,129,29
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42681,CICLO COMBINADO PABLO HERRERA CAMPINS,AVENIDA  ROMULO GALLEGOS BARRIO LIMONCITO PIRITU,1,576,132,157,31
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42681,CICLO COMBINADO PABLO HERRERA CAMPINS,AVENIDA  ROMULO GALLEGOS BARRIO LIMONCITO PIRITU,2,570,144,160,33
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42681,CICLO COMBINADO PABLO HERRERA CAMPINS,AVENIDA  ROMULO GALLEGOS BARRIO LIMONCITO PIRITU,3,570,130,163,35
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42681,CICLO COMBINADO PABLO HERRERA CAMPINS,AVENIDA  ROMULO GALLEGOS BARRIO LIMONCITO PIRITU,4,516,134,138,28
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42685,ESCUELA ESTADAL NUMERO 374,EL JARILLO,1,238,45,75,20
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42690,ESCUELA BASICA  ANTONIO RODRIGUEZ PICON,BARRIO PUEBLO NUEVO PIRITU,1,585,100,183,25
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42690,ESCUELA BASICA  ANTONIO RODRIGUEZ PICON,BARRIO PUEBLO NUEVO PIRITU,2,609,124,152,27
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42690,ESCUELA BASICA  ANTONIO RODRIGUEZ PICON,BARRIO PUEBLO NUEVO PIRITU,3,613,120,157,33
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42690,ESCUELA BASICA  ANTONIO RODRIGUEZ PICON,BARRIO PUEBLO NUEVO PIRITU,4,599,93,158,34
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42692,ESCUELA ESTADAL CONCENTRADA NUMERO 371,YACURITO CARRETERA VIA TUREN PIRITU,1,214,60,54,23
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42693,ESCUELA CONCENTRADA MIXTA NUMERO 384,CASERIO CHORO ARAGUANEY,1,357,22,175,19
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42694,ESCUELA NACIONAL CONCENTRADA MIXTA NUMERO 2360,CASERIO MAPORAL PIRITU,1,298,20,164,6
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42695,ESCUELA ESTADAL CONCENTRADA NUMERO 395 LA PAVA,CASERIO LA PAVA VIA PAUJICITO PIRITU,1,184,37,91,5
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42696,ESCUELA BASICA PIRITU,BARRIO TIERRA FLOJA PIRITU,1,488,109,145,28
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42696,ESCUELA BASICA PIRITU,BARRIO TIERRA FLOJA PIRITU,2,480,99,156,20
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42696,ESCUELA BASICA PIRITU,BARRIO TIERRA FLOJA PIRITU,3,474,98,149,19
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42696,ESCUELA BASICA PIRITU,BARRIO TIERRA FLOJA PIRITU,4,471,109,133,34
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42697,INSTITUTO COMERCIAL PADRE ESTELLER,CALLE 10 ENTRE 3 Y 4 PIRITU,1,492,140,159,27
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42697,INSTITUTO COMERCIAL PADRE ESTELLER,CALLE 10 ENTRE 3 Y 4 PIRITU,2,519,171,151,25
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42699,ESCUELA BASICA NACIONAL CONCENTRADA NUMERO 1892,CASERIO BUCARAL,1,191,28,106,10
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42700,ESCUELA BASICA MATIAS SALAZAR,CALLE PRINCIPAL CHORO GONZALERO,1,584,70,196,30
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42700,ESCUELA BASICA MATIAS SALAZAR,CALLE PRINCIPAL CHORO GONZALERO,2,582,56,198,30
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42702,ESCUELA BASICA LA GUTIERREÑA,BARRIO LA GUTIERREÑA,1,226,30,79,19
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42703,UNIDAD CONCENTRADA JUAN ZABARCE,CALLEJON LAS MARGARITAS PIRITU,1,304,80,117,10
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42703,UNIDAD CONCENTRADA JUAN ZABARCE,CALLEJON LAS MARGARITAS PIRITU,2,309,86,115,13
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42710,ESCUELA BASICA LOS CORRALES,CASERIO LOS CORRALES,1,371,44,159,16
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42720,ESCUELA  ESTADAL CONCENTRADA  NUMERO 386,CASERIO MATA DE PALMA,1,293,58,98,7
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42720,ESCUELA  ESTADAL CONCENTRADA  NUMERO 386,CASERIO MATA DE PALMA,2,285,31,103,18
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42722,ESCUELA BASICA NACIONAL BANCO DEL PUEBLO,CASERIO BANCO DEL PUEBLO,1,387,115,133,21
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42723,PARQUE DE RECREACION DIRIGIDA,CARRERA 12 ENTRE CALLES 8 Y 9 PIRITU,1,427,145,121,10
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42723,PARQUE DE RECREACION DIRIGIDA,CARRERA 12 ENTRE CALLES 8 Y 9 PIRITU,2,428,144,109,14
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42723,PARQUE DE RECREACION DIRIGIDA,CARRERA 12 ENTRE CALLES 8 Y 9 PIRITU,3,442,138,120,23
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42740,ESCUELA NACIONAL CONCENTRADA NUMERO 2935,CASERIO LOS CARDONES,1,350,64,119,14
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42753,ESCUELA  ESTADAL CONCENTRADA  NUMERO 394,CASERIO HIGUERONAL PIRITU,1,183,50,84,5
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42754,ESCUELA ESTADAL CONCENTRADA NUMERO 380,CASERIO CORRALITO PIRITU,1,261,66,82,6
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42757,HOSPITAL OSWALDO BARRIOS,CARRERA 8 PUEBLO NUEVO,1,388,95,159,16
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42758,ESCUELA ESTADAL CONCENTRADA NUMERO 375,CASERIO LA MONTAÑA,1,251,56,108,14
16,EDO. PORTUGUESA,2,MP. ESTELLER,1,CM. PIRITU,42759,ESCUELA ESTADAL CONCENTRADA NUMERO 2938,CASERIO CAÑAVERAL,1,168,45,67,9
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42730,ESCUELA ESTADAL 1912 402,CASERIO NEGRONES,1,495,94,228,9
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42746,ESCUELA UNITARIA NUMERO 398,SAMAN DEL TIGRE,1,138,35,67,5
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42748,ESCUELA ESTADAL CONCENTRADA NUMERO 370,BANCO MORALES,1,144,78,49,5
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42749,ESCUELA UNITARIA 405,CASERIO EL GUASIMO,1,135,2,94,13
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42750,CICLO BASICO UVERAL,CASERIO UVERAL,1,423,123,143,10
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42750,CICLO BASICO UVERAL,CASERIO UVERAL,2,425,111,135,12
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42751,ESCUELA ESTADAL CONCENTRADA EL PAJON NUMERO 388,CASERIO EL PAJON,1,306,81,100,27
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42752,ESCUELA ESTADAL CONCENTRADA NUMERO 381 MANTECAL,CASERIO MANTECAL,1,338,60,148,34
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42756,ESCUELA CONCENTRADA 382,CASERIO CARDENILLO,1,338,38,124,0
16,EDO. PORTUGUESA,2,MP. ESTELLER,2,PQ. UVERAL,42770,ESCUELA BASICA PAUJICITO,CASERIO PAUJICITO,1,462,151,122,24
16,EDO. PORTUGUESA,3,CE. GUANARE,1,CM. GUANARE,42789,LICEO LA COMUNIDAD NUEVA,LA COMUNIDAD,1,544,171,143,23
16,EDO. PORTUGUESA,3,CE. GUANARE,1,CM. GUANARE,42789,LICEO LA COMUNIDAD NUEVA,LA COMUNIDAD,2,556,150,186,14
16,EDO. PORTUGUESA,3,CE. GUANARE,1,CM. GUANARE,42789,LICEO LA COMUNIDAD NUEVA,LA COMUNIDAD,3,549,164,157,17
16,EDO. PORTUGUESA,3,CE. GUANARE,1,CM. GUANARE,42790,ESCUELA ESTADAL UNITARIA NUMERO 81,CASERIO BELLA VISTA,1,207,25,87,0
16,EDO. PORTUGUESA,3,CE. GUANARE,1,CM. GUANARE,42800,ESCUELA BASICA ESTADAL HORTENCIA PERAZA,CALLEJON 1 FRENTE MATADERO MUNICIPAL BARRIO LOS CORTIJOS GUANARE,1,458,106,121,20
16,EDO. PORTUGUESA,3,CE. GUANARE,1,CM. GUANARE,42800,ESCUELA BASICA ESTADAL HORTENCIA PERAZA,CALLEJON 1 FRENTE MATADERO MUNICIPAL BARRIO LOS CORTIJOS GUANARE,2,457,101,106,14
